owner	BAKEHOUSE	BEER & WINE	BREAD	BULK	CHEESE	DELI	FISH&SEAFOOD	FLOWERS	FROZEN	GEN MERCH	HERBS&SPICES	JUICE BAR	MEAT	PACKAGED GROCERY	PERSONAL CARE	PRODUCE	REF GROCERY	SUPPLEMENTS	total_spend
13270	0.01	0.0	0.01	0.19	0.04	0.2	0.0	0.0	0.06	0.0	0.02	0.01	0.0	0.14	0.01	0.12	0.13	0.07	2241.61
13271	0.0	0.0	0.0	0.03	0.01	0.01	0.0	0.0	0.15	0.04	0.0	0.0	0.09	0.32	0.05	0.12	0.05	0.12	2271.03
13274	0.0	0.0	0.0	0.21	0.12	0.02	0.01	0.02	0.06	0.03	0.01	0.0	0.1	0.11	0.02	0.15	0.12	0.01	1753.48
13275	0.0	0.0	0.0	0.06	0.09	0.06	0.0	0.02	0.03	0.02	0.01	0.0	0.02	0.34	0.05	0.19	0.09	0.02	2105.25
13276	0.01	0.0	0.0	0.01	0.0	0.01	0.02	0.0	0.06	0.01	0.02	0.0	0.25	0.08	0.01	0.29	0.23	0.01	1136.7
13277	0.01	0.0	0.03	0.09	0.06	0.03	0.01	0.01	0.06	0.0	0.0	0.01	0.11	0.23	0.01	0.2	0.13	0.02	4510.78
13278	0.0	0.0	0.0	0.09	0.02	0.15	0.0	0.01	0.03	0.0	0.0	0.03	0.07	0.25	0.0	0.25	0.09	0.0	837.16
13279	0.03	0.0	0.01	0.01	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.05	0.0	0.16	0.0	0.65	475.45
13280	0.0	0.0	0.0	0.02	0.06	0.03	0.05	0.04	0.01	0.0	0.0	0.02	0.2	0.1	0.0	0.27	0.09	0.11	431.46
13281	0.0	0.0	0.0	0.01	0.01	0.17	0.0	0.05	0.04	0.02	0.03	0.06	0.02	0.13	0.1	0.17	0.11	0.08	1107.18
13282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.99
13283	0.0	0.0	0.01	0.1	0.06	0.02	0.01	0.01	0.01	0.0	0.01	0.0	0.1	0.16	0.13	0.25	0.08	0.07	4410.68
13284	0.0	0.0	0.02	0.15	0.05	0.05	0.0	0.0	0.07	0.03	0.0	0.0	0.17	0.15	0.04	0.18	0.11	0.0	997.28
13286	0.0	0.0	0.02	0.03	0.02	0.08	0.0	0.02	0.09	0.02	0.0	0.02	0.0	0.32	0.06	0.23	0.08	0.0	3389.63
13287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.4	0.0	0.05	0.19	0.0	44.22
13288	0.0	0.0	0.0	0.17	0.04	0.05	0.04	0.0	0.0	0.04	0.0	0.01	0.07	0.26	0.04	0.23	0.07	0.0	412.94
13289	0.0	0.0	0.0	0.09	0.0	0.01	0.0	0.0	0.05	0.01	0.01	0.01	0.0	0.21	0.03	0.43	0.12	0.04	5831.65
13290	0.01	0.0	0.04	0.09	0.04	0.02	0.01	0.0	0.04	0.0	0.0	0.0	0.04	0.34	0.02	0.15	0.2	0.01	3483.44
13291	0.0	0.0	0.0	0.14	0.08	0.02	0.11	0.01	0.05	0.01	0.01	0.0	0.2	0.21	0.01	0.09	0.05	0.02	2393.85
13293	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.53	0.01	0.06	0.27	0.0	0.07	174.11
13294	0.01	0.0	0.0	0.0	0.03	0.07	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.17	0.0	0.19	0.45	0.0	111.72
13295	0.0	0.0	0.11	0.05	0.02	0.01	0.14	0.0	0.01	0.0	0.0	0.0	0.37	0.03	0.1	0.12	0.01	0.03	495.09
13296	0.0	0.0	0.02	0.17	0.0	0.03	0.02	0.0	0.02	0.0	0.02	0.0	0.05	0.21	0.02	0.26	0.16	0.0	1195.57
13297	0.0	0.0	0.02	0.07	0.02	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.12	0.36	0.0	0.1	0.15	0.06	462.91
13298	0.0	0.01	0.0	0.03	0.01	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.36	0.01	0.01	0.15	353.25
13299	0.01	0.0	0.01	0.24	0.08	0.14	0.03	0.0	0.0	0.0	0.02	0.0	0.11	0.07	0.0	0.11	0.17	0.0	844.78
13301	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.42	0.0	19.57
13302	0.0	0.0	0.0	0.13	0.03	0.02	0.0	0.0	0.01	0.03	0.01	0.0	0.13	0.18	0.02	0.34	0.1	0.01	2227.82
13303	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.51	0.0	0.0	40.11
13304	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.17	0.04	0.0	0.0	0.19	0.0	0.0	0.19	0.22	0.0	37.07
13305	0.0	0.0	0.0	0.11	0.03	0.01	0.0	0.0	0.01	0.0	0.01	0.0	0.53	0.06	0.01	0.05	0.18	0.0	533.59
13306	0.0	0.0	0.01	0.04	0.03	0.04	0.01	0.0	0.13	0.03	0.0	0.0	0.06	0.14	0.04	0.3	0.17	0.0	1164.09
13307	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.63	0.0	0.0	0.0	0.0	0.0	0.0	11.8
13308	0.0	0.0	0.01	0.24	0.03	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.34	0.24	0.06	0.0	0.0	402.28
13309	0.0	0.03	0.04	0.03	0.0	0.0	0.0	0.0	0.22	0.03	0.0	0.0	0.0	0.38	0.02	0.14	0.11	0.0	184.36
13310	0.01	0.0	0.0	0.01	0.17	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.28	0.0	0.1	0.11	0.0	305.56
13311	0.0	0.0	0.0	0.38	0.04	0.02	0.01	0.01	0.01	0.02	0.0	0.0	0.16	0.08	0.07	0.12	0.01	0.06	2642.8
13312	0.0	0.0	0.0	0.21	0.0	0.0	0.07	0.0	0.07	0.0	0.0	0.0	0.57	0.03	0.0	0.05	0.0	0.0	84.76
13313	0.01	0.0	0.03	0.4	0.0	0.02	0.0	0.0	0.01	0.01	0.01	0.0	0.0	0.21	0.03	0.13	0.13	0.01	6763.95
13314	0.0	0.0	0.01	0.04	0.04	0.05	0.01	0.0	0.0	0.01	0.0	0.0	0.27	0.23	0.02	0.22	0.09	0.0	3344.48
13316	0.02	0.0	0.0	0.11	0.0	0.07	0.0	0.0	0.04	0.0	0.0	0.05	0.07	0.25	0.07	0.11	0.07	0.15	165.56
13317	0.01	0.0	0.01	0.05	0.02	0.08	0.04	0.04	0.01	0.09	0.0	0.04	0.09	0.13	0.0	0.25	0.09	0.03	2025.34
13318	0.01	0.0	0.02	0.06	0.01	0.12	0.0	0.0	0.03	0.0	0.02	0.0	0.0	0.22	0.04	0.28	0.17	0.02	4973.42
13319	0.02	0.0	0.0	0.04	0.0	0.0	0.02	0.0	0.02	0.0	0.0	0.0	0.05	0.42	0.01	0.07	0.31	0.05	1473.01
13320	0.0	0.0	0.01	0.01	0.06	0.02	0.03	0.0	0.0	0.0	0.02	0.0	0.0	0.03	0.0	0.33	0.2	0.31	350.23
13321	0.0	0.0	0.0	0.15	0.0	0.03	0.0	0.09	0.0	0.01	0.0	0.0	0.03	0.02	0.0	0.63	0.04	0.0	180.0
13322	0.02	0.0	0.02	0.01	0.11	0.07	0.03	0.0	0.02	0.0	0.0	0.0	0.21	0.17	0.0	0.13	0.19	0.0	271.6
13323	0.03	0.0	0.0	0.0	0.07	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.74	216.27
13324	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.08	0.1	0.74	292.32
46271	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.5	23.97
13326	0.0	0.0	0.03	0.07	0.04	0.03	0.0	0.0	0.01	0.0	0.02	0.0	0.25	0.1	0.0	0.37	0.08	0.0	2110.25
13327	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.42	0.15	0.0	0.0	0.26	0.0	0.0	0.0	61.07
13328	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.26	0.2	0.02	0.01	0.41	1402.46
13329	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	17.21
13330	0.0	0.0	0.0	0.15	0.03	0.03	0.05	0.0	0.04	0.01	0.01	0.0	0.06	0.22	0.03	0.24	0.08	0.04	6042.48
13332	0.0	0.0	0.0	0.08	0.02	0.08	0.1	0.08	0.0	0.0	0.0	0.01	0.06	0.07	0.0	0.44	0.06	0.0	297.66
13333	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.05	0.02	0.0	0.0	0.06	0.11	0.34	0.14	0.09	0.04	859.64
13335	0.0	0.0	0.0	0.1	0.07	0.09	0.01	0.0	0.05	0.01	0.0	0.0	0.08	0.14	0.0	0.28	0.18	0.0	3768.11
13336	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.22	0.0	25.64
13337	0.0	0.0	0.01	0.04	0.02	0.23	0.01	0.02	0.03	0.0	0.0	0.01	0.09	0.19	0.0	0.19	0.15	0.01	2035.58
13338	0.0	0.0	0.0	0.07	0.02	0.14	0.04	0.0	0.04	0.0	0.0	0.0	0.09	0.22	0.01	0.21	0.11	0.03	3210.65
13339	0.0	0.0	0.0	0.11	0.0	0.1	0.0	0.0	0.06	0.04	0.02	0.0	0.0	0.08	0.08	0.13	0.04	0.34	3008.89
13341	0.0	0.0	0.08	0.02	0.03	0.31	0.0	0.0	0.01	0.01	0.0	0.0	0.02	0.11	0.09	0.26	0.03	0.01	8028.42
13342	0.0	0.0	0.01	0.0	0.0	0.06	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.05	0.44	0.0	0.08	0.35	409.91
13343	0.02	0.0	0.01	0.08	0.06	0.05	0.06	0.0	0.06	0.04	0.01	0.0	0.01	0.23	0.0	0.26	0.11	0.0	1848.3
13344	0.0	0.0	0.0	0.06	0.03	0.06	0.0	0.0	0.17	0.0	0.01	0.0	0.09	0.29	0.0	0.1	0.11	0.08	162.71
13346	0.02	0.0	0.02	0.44	0.03	0.02	0.0	0.0	0.02	0.01	0.11	0.0	0.0	0.05	0.09	0.1	0.1	0.0	1695.22
13347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	48.49
13348	0.03	0.0	0.0	0.14	0.01	0.25	0.0	0.0	0.0	0.0	0.07	0.01	0.1	0.2	0.0	0.09	0.07	0.03	1530.35
13350	0.0	0.0	0.0	0.25	0.06	0.0	0.0	0.0	0.01	0.01	0.01	0.0	0.1	0.24	0.01	0.18	0.11	0.01	6775.31
13351	0.0	0.0	0.0	0.12	0.1	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.2	0.29	0.0	0.18	0.0	0.07	105.9
13352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.58	0.0	0.0	33.39
13353	0.0	0.0	0.01	0.03	0.05	0.05	0.0	0.0	0.06	0.0	0.02	0.04	0.02	0.37	0.01	0.19	0.13	0.01	5038.24
13355	0.0	0.0	0.0	0.18	0.0	0.42	0.0	0.0	0.02	0.0	0.0	0.01	0.01	0.23	0.03	0.02	0.0	0.07	1282.43
13356	0.01	0.0	0.02	0.16	0.04	0.15	0.01	0.02	0.02	0.01	0.02	0.01	0.14	0.17	0.01	0.14	0.07	0.0	613.51
13357	0.01	0.0	0.0	0.01	0.04	0.14	0.0	0.0	0.02	0.01	0.0	0.07	0.1	0.2	0.01	0.27	0.08	0.03	8059.85
13358	0.0	0.0	0.0	0.09	0.0	0.02	0.14	0.0	0.01	0.0	0.0	0.0	0.02	0.06	0.02	0.48	0.15	0.0	1088.26
13359	0.0	0.0	0.0	0.0	0.0	0.6	0.11	0.0	0.06	0.0	0.02	0.03	0.01	0.04	0.0	0.07	0.07	0.0	284.75
13360	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	17.07
13361	0.0	0.0	0.01	0.09	0.0	0.05	0.03	0.01	0.01	0.02	0.02	0.01	0.08	0.21	0.05	0.25	0.04	0.12	15193.53
13362	0.01	0.0	0.01	0.06	0.04	0.04	0.02	0.0	0.03	0.02	0.01	0.01	0.24	0.15	0.01	0.23	0.09	0.02	13141.94
13364	0.0	0.0	0.0	0.08	0.04	0.01	0.0	0.0	0.12	0.0	0.0	0.0	0.02	0.38	0.05	0.12	0.18	0.0	2056.55
13365	0.01	0.0	0.0	0.04	0.04	0.09	0.0	0.01	0.05	0.01	0.0	0.01	0.17	0.17	0.01	0.26	0.12	0.01	8256.88
13366	0.03	0.0	0.0	0.04	0.09	0.02	0.08	0.0	0.02	0.0	0.05	0.0	0.22	0.2	0.04	0.07	0.15	0.0	338.57
13367	0.0	0.0	0.0	0.02	0.03	0.08	0.03	0.0	0.02	0.0	0.0	0.04	0.06	0.3	0.0	0.29	0.11	0.01	2598.73
13368	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.09	0.0	21.35
13369	0.03	0.0	0.0	0.0	0.03	0.08	0.0	0.0	0.04	0.0	0.0	0.0	0.04	0.35	0.0	0.11	0.13	0.18	143.93
13370	0.0	0.0	0.0	0.05	0.02	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.05	0.15	0.0	0.28	0.06	0.3	327.76
13371	0.0	0.0	0.02	0.1	0.07	0.07	0.0	0.0	0.03	0.01	0.01	0.01	0.0	0.11	0.03	0.28	0.16	0.1	2429.27
13372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.11	0.0	0.67	22.74
13373	0.03	0.0	0.03	0.0	0.0	0.05	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.13	0.0	0.1	0.32	0.25	73.06
13374	0.01	0.0	0.02	0.14	0.01	0.03	0.0	0.0	0.01	0.01	0.01	0.01	0.0	0.3	0.04	0.28	0.11	0.03	7753.98
13376	0.0	0.0	0.0	0.14	0.04	0.04	0.0	0.07	0.01	0.03	0.03	0.0	0.04	0.2	0.05	0.19	0.17	0.0	293.4
13377	0.0	0.0	0.0	0.27	0.0	0.02	0.0	0.0	0.16	0.01	0.0	0.0	0.0	0.37	0.04	0.04	0.0	0.09	2361.72
13378	0.01	0.0	0.03	0.0	0.0	0.07	0.0	0.0	0.03	0.01	0.03	0.03	0.02	0.23	0.0	0.37	0.14	0.03	1285.08
13379	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.29	68.55
13381	0.0	0.0	0.0	0.01	0.03	0.14	0.01	0.01	0.05	0.02	0.0	0.11	0.1	0.2	0.04	0.15	0.08	0.07	4527.19
13382	0.05	0.0	0.0	0.01	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.43	0.16	0.01	0.1	0.08	1328.61
13383	0.0	0.0	0.0	0.02	0.02	0.1	0.03	0.0	0.04	0.02	0.0	0.02	0.48	0.13	0.0	0.14	0.01	0.0	683.43
13384	0.06	0.0	0.02	0.02	0.03	0.09	0.0	0.0	0.03	0.0	0.0	0.0	0.18	0.27	0.0	0.11	0.09	0.1	447.83
13385	0.01	0.0	0.08	0.09	0.04	0.28	0.0	0.0	0.01	0.0	0.02	0.01	0.14	0.13	0.0	0.1	0.1	0.0	1023.69
13386	0.0	0.0	0.01	0.07	0.04	0.08	0.05	0.0	0.01	0.0	0.0	0.01	0.04	0.04	0.0	0.55	0.09	0.02	1303.45
13387	0.0	0.0	0.0	0.02	0.0	0.06	0.01	0.0	0.01	0.02	0.0	0.08	0.01	0.17	0.17	0.11	0.03	0.29	3047.83
13388	0.0	0.0	0.0	0.27	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.11	0.12	0.22	0.0	43.59
13389	0.0	0.0	0.0	0.0	0.06	0.1	0.0	0.1	0.06	0.0	0.0	0.0	0.18	0.18	0.0	0.26	0.07	0.0	101.32
13391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	12.45
13392	0.0	0.0	0.0	0.25	0.0	0.0	0.15	0.0	0.01	0.0	0.01	0.0	0.06	0.29	0.0	0.03	0.09	0.1	3321.39
13393	0.01	0.0	0.0	0.05	0.0	0.19	0.01	0.0	0.08	0.0	0.0	0.13	0.06	0.17	0.01	0.15	0.12	0.02	1202.24
13394	0.01	0.0	0.03	0.0	0.05	0.06	0.02	0.0	0.08	0.01	0.0	0.0	0.14	0.31	0.02	0.16	0.08	0.03	1831.39
13395	0.0	0.0	0.01	0.02	0.08	0.09	0.01	0.0	0.04	0.0	0.01	0.02	0.11	0.32	0.02	0.2	0.05	0.0	3506.75
13396	0.0	0.0	0.0	0.0	0.01	0.05	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.49	0.19	0.1	0.09	0.0	261.59
13397	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.0	0.0	0.0	31.18
13398	0.02	0.0	0.01	0.04	0.03	0.08	0.0	0.0	0.06	0.01	0.0	0.0	0.0	0.3	0.03	0.24	0.18	0.0	389.15
13399	0.0	0.0	0.05	0.0	0.18	0.04	0.0	0.09	0.0	0.0	0.0	0.0	0.25	0.07	0.0	0.26	0.07	0.0	91.88
13401	0.01	0.0	0.0	0.0	0.03	0.08	0.06	0.02	0.03	0.0	0.0	0.0	0.07	0.31	0.03	0.2	0.16	0.0	2606.75
13402	0.02	0.0	0.0	0.02	0.13	0.26	0.0	0.01	0.01	0.01	0.01	0.0	0.05	0.24	0.01	0.12	0.04	0.07	1813.99
13403	0.13	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	36.3
13404	0.0	0.0	0.0	0.04	0.06	0.09	0.02	0.01	0.04	0.01	0.01	0.07	0.02	0.29	0.07	0.14	0.14	0.0	9024.82
13405	0.0	0.0	0.05	0.02	0.05	0.01	0.0	0.0	0.17	0.0	0.0	0.0	0.26	0.09	0.01	0.23	0.09	0.0	4406.37
13406	0.0	0.0	0.01	0.12	0.05	0.0	0.0	0.0	0.02	0.02	0.0	0.0	0.0	0.22	0.11	0.23	0.22	0.01	312.81
13407	0.0	0.0	0.01	0.22	0.03	0.12	0.02	0.0	0.01	0.0	0.0	0.01	0.16	0.1	0.01	0.19	0.13	0.0	1237.83
13408	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.13	0.0	0.0	0.06	0.0	0.46	0.06	0.06	0.2	0.0	125.81
13410	0.0	0.0	0.01	0.0	0.01	0.02	0.2	0.0	0.0	0.06	0.0	0.0	0.05	0.23	0.24	0.1	0.08	0.01	714.78
13411	0.0	0.0	0.03	0.03	0.05	0.01	0.0	0.0	0.11	0.0	0.0	0.0	0.09	0.3	0.0	0.15	0.22	0.0	3819.79
13412	0.0	0.0	0.0	0.01	0.08	0.04	0.0	0.0	0.06	0.0	0.0	0.0	0.24	0.12	0.01	0.22	0.22	0.0	1942.77
13413	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.09	0.16	0.0	0.0	0.38	0.26	0.0	0.0	0.0	34.33
13414	0.0	0.0	0.02	0.0	0.07	0.01	0.07	0.0	0.2	0.0	0.0	0.0	0.14	0.24	0.0	0.18	0.06	0.0	2204.16
13416	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.06	0.15	0.59	208.7
13417	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.98
13418	0.0	0.0	0.01	0.14	0.01	0.04	0.05	0.0	0.01	0.0	0.0	0.0	0.17	0.23	0.0	0.29	0.05	0.0	713.19
13419	0.0	0.0	0.0	0.19	0.0	0.0	0.05	0.0	0.01	0.0	0.05	0.0	0.51	0.03	0.01	0.1	0.0	0.05	545.73
13420	0.01	0.0	0.04	0.06	0.01	0.0	0.0	0.0	0.04	0.01	0.04	0.0	0.17	0.1	0.03	0.35	0.15	0.0	1015.34
13421	0.0	0.0	0.0	0.09	0.02	0.15	0.0	0.0	0.04	0.01	0.0	0.0	0.1	0.25	0.02	0.26	0.05	0.0	737.76
13422	0.01	0.0	0.01	0.05	0.0	0.0	0.01	0.0	0.08	0.01	0.01	0.0	0.02	0.32	0.09	0.24	0.09	0.06	476.75
13423	0.01	0.0	0.0	0.06	0.01	0.19	0.01	0.0	0.0	0.01	0.0	0.04	0.02	0.22	0.01	0.3	0.11	0.0	2140.07
13424	0.0	0.0	0.0	0.16	0.0	0.07	0.0	0.0	0.0	0.0	0.01	0.01	0.02	0.05	0.0	0.11	0.09	0.49	769.44
13425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	15.99
13426	0.0	0.0	0.01	0.04	0.06	0.1	0.05	0.04	0.01	0.0	0.0	0.0	0.2	0.11	0.0	0.32	0.07	0.0	433.75
13428	0.0	0.0	0.01	0.0	0.0	0.19	0.02	0.16	0.01	0.0	0.0	0.0	0.03	0.14	0.03	0.07	0.08	0.25	397.58
13429	0.0	0.0	0.0	0.03	0.1	0.04	0.0	0.0	0.01	0.03	0.0	0.01	0.0	0.24	0.02	0.23	0.2	0.08	2530.8
13430	0.0	0.0	0.0	0.03	0.02	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.07	0.77	0.04	0.03	0.03	0.0	1181.2
13431	0.01	0.0	0.0	0.0	0.04	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.2	0.0	0.27	0.2	0.0	210.54
13432	0.02	0.0	0.0	0.0	0.01	0.56	0.0	0.0	0.02	0.0	0.0	0.0	0.01	0.11	0.02	0.09	0.09	0.07	986.96
13433	0.0	0.0	0.0	0.47	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.16	0.0	0.0	50.15
13434	0.01	0.0	0.01	0.1	0.01	0.18	0.0	0.01	0.04	0.01	0.0	0.01	0.0	0.25	0.01	0.21	0.14	0.03	3257.11
13435	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.06	0.0	0.0	0.0	0.06	0.0	0.25	0.0	0.05	0.37	0.0	148.22
13437	0.0	0.0	0.0	0.04	0.0	0.09	0.01	0.0	0.0	0.1	0.0	0.04	0.0	0.24	0.2	0.11	0.05	0.13	465.68
13438	0.0	0.0	0.0	0.05	0.0	0.03	0.0	0.0	0.0	0.0	0.04	0.07	0.0	0.22	0.16	0.02	0.02	0.37	1175.41
13439	0.0	0.0	0.02	0.01	0.04	0.08	0.01	0.0	0.02	0.02	0.01	0.0	0.19	0.24	0.12	0.12	0.08	0.04	4541.23
13440	0.0	0.0	0.0	0.09	0.05	0.15	0.0	0.01	0.01	0.01	0.0	0.0	0.08	0.32	0.07	0.11	0.08	0.02	2609.61
13442	0.0	0.0	0.0	0.0	0.07	0.09	0.0	0.0	0.0	0.06	0.0	0.0	0.22	0.32	0.23	0.02	0.0	0.0	65.89
13443	0.0	0.0	0.0	0.0	0.3	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.2	0.0	0.0	58.18
13445	0.0	0.0	0.01	0.01	0.01	0.21	0.0	0.01	0.05	0.02	0.0	0.01	0.01	0.27	0.01	0.09	0.1	0.19	2943.26
13446	0.0	0.02	0.0	0.03	0.05	0.05	0.0	0.0	0.06	0.01	0.01	0.02	0.12	0.22	0.05	0.24	0.1	0.01	1673.22
13448	0.0	0.0	0.04	0.02	0.02	0.42	0.0	0.0	0.0	0.0	0.05	0.03	0.0	0.11	0.0	0.04	0.25	0.0	204.56
13449	0.0	0.0	0.01	0.04	0.05	0.02	0.0	0.02	0.08	0.08	0.0	0.04	0.03	0.29	0.05	0.2	0.1	0.0	838.66
13450	0.0	0.0	0.0	0.11	0.08	0.02	0.0	0.0	0.02	0.0	0.03	0.0	0.05	0.21	0.0	0.34	0.12	0.0	9528.81
13451	0.0	0.0	0.0	0.14	0.12	0.08	0.0	0.0	0.0	0.0	0.05	0.0	0.29	0.15	0.03	0.07	0.07	0.0	187.33
13452	0.0	0.01	0.01	0.0	0.01	0.05	0.04	0.0	0.01	0.02	0.0	0.0	0.06	0.1	0.0	0.29	0.08	0.33	1033.43
13453	0.01	0.0	0.0	0.12	0.07	0.06	0.08	0.0	0.01	0.02	0.01	0.01	0.01	0.18	0.03	0.26	0.1	0.02	860.69
13454	0.0	0.0	0.0	0.35	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.12	0.15	0.16	709.25
13455	0.0	0.0	0.0	0.06	0.05	0.02	0.03	0.0	0.02	0.04	0.02	0.0	0.01	0.21	0.15	0.13	0.05	0.2	3892.18
13456	0.0	0.0	0.0	0.0	0.09	0.15	0.0	0.0	0.02	0.0	0.0	0.0	0.06	0.29	0.08	0.2	0.12	0.0	156.11
13457	0.0	0.0	0.0	0.0	0.05	0.11	0.0	0.0	0.02	0.02	0.0	0.0	0.13	0.3	0.04	0.04	0.16	0.12	3064.05
13458	0.01	0.0	0.06	0.28	0.01	0.06	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.01	0.07	0.41	345.6
13459	0.0	0.0	0.0	0.04	0.03	0.18	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.08	0.0	0.03	0.17	0.04	268.82
13460	0.0	0.0	0.02	0.05	0.07	0.06	0.02	0.0	0.04	0.0	0.0	0.0	0.16	0.25	0.03	0.21	0.08	0.01	3097.37
13461	0.0	0.0	0.01	0.08	0.01	0.1	0.0	0.0	0.07	0.0	0.04	0.01	0.0	0.2	0.09	0.15	0.1	0.14	12190.72
13462	0.0	0.0	0.0	0.0	0.04	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.26	0.0	0.11	0.0	0.0	128.13
13463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.48	0.12	0.09	0.22	0.0	47.03
13464	0.01	0.0	0.0	0.1	0.01	0.1	0.0	0.0	0.05	0.0	0.0	0.08	0.0	0.21	0.04	0.29	0.09	0.02	1461.02
13465	0.0	0.0	0.01	0.09	0.0	0.03	0.0	0.0	0.06	0.02	0.03	0.04	0.0	0.23	0.05	0.3	0.12	0.03	8863.39
13466	0.0	0.0	0.0	0.09	0.03	0.0	0.0	0.0	0.02	0.04	0.0	0.0	0.31	0.1	0.0	0.27	0.14	0.0	170.66
13467	0.02	0.0	0.0	0.0	0.03	0.09	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	355.65
