owner	BAKEHOUSE	BEER & WINE	BREAD	BULK	CHEESE	DELI	FISH&SEAFOOD	FLOWERS	FROZEN	GEN MERCH	HERBS&SPICES	JUICE BAR	MEAT	PACKAGED GROCERY	PERSONAL CARE	PRODUCE	REF GROCERY	SUPPLEMENTS	total_spend
19080	0.42	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.19	0.09	0.16	0.0	0.05	0.0	0.0	15.93
19081	0.0	0.0	0.0	0.04	0.08	0.04	0.04	0.0	0.02	0.0	0.01	0.0	0.05	0.27	0.02	0.41	0.02	0.0	1433.47
19082	0.0	0.0	0.01	0.1	0.02	0.02	0.02	0.02	0.1	0.01	0.0	0.0	0.06	0.2	0.02	0.24	0.13	0.03	2463.05
19083	0.0	0.0	0.0	0.64	0.0	0.0	0.02	0.0	0.0	0.02	0.0	0.0	0.05	0.08	0.08	0.04	0.06	0.0	1143.37
19084	0.0	0.0	0.0	0.02	0.01	0.33	0.02	0.02	0.06	0.0	0.0	0.02	0.09	0.21	0.01	0.12	0.07	0.02	1693.94
19085	0.08	0.0	0.0	0.08	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.02	0.0	0.2	0.05	0.0	119.54
19086	0.0	0.0	0.0	0.04	0.0	0.01	0.0	0.0	0.12	0.02	0.01	0.0	0.03	0.41	0.14	0.13	0.04	0.05	1373.69
19088	0.02	0.0	0.02	0.05	0.05	0.14	0.0	0.0	0.02	0.0	0.0	0.0	0.08	0.33	0.01	0.13	0.14	0.0	4287.61
19090	0.0	0.0	0.01	0.12	0.0	0.04	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.27	0.0	0.31	0.07	0.0	541.98
19091	0.0	0.0	0.02	0.05	0.08	0.05	0.0	0.0	0.04	0.01	0.0	0.0	0.11	0.23	0.0	0.32	0.08	0.0	1311.27
19092	0.0	0.0	0.0	0.21	0.01	0.08	0.0	0.01	0.09	0.01	0.0	0.01	0.03	0.15	0.02	0.25	0.1	0.02	2701.03
19093	0.0	0.0	0.01	0.01	0.01	0.29	0.0	0.0	0.08	0.0	0.0	0.11	0.01	0.23	0.05	0.04	0.07	0.08	10479.18
19094	0.0	0.0	0.0	0.06	0.01	0.04	0.01	0.0	0.0	0.04	0.0	0.0	0.07	0.21	0.11	0.33	0.1	0.01	1346.56
19095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	55.16
19097	0.0	0.0	0.0	0.05	0.0	0.08	0.01	0.0	0.01	0.04	0.01	0.0	0.06	0.22	0.07	0.07	0.06	0.3	1266.5
19099	0.0	0.0	0.01	0.04	0.0	0.0	0.0	0.0	0.04	0.0	0.03	0.0	0.01	0.29	0.0	0.03	0.08	0.46	245.91
19101	0.01	0.0	0.01	0.04	0.03	0.02	0.0	0.0	0.05	0.04	0.01	0.0	0.05	0.31	0.04	0.17	0.15	0.09	1401.41
19102	0.0	0.0	0.0	0.01	0.01	0.08	0.0	0.0	0.23	0.0	0.0	0.01	0.0	0.43	0.08	0.01	0.06	0.08	587.42
19103	0.0	0.0	0.0	0.06	0.0	0.05	0.0	0.0	0.03	0.0	0.0	0.02	0.05	0.32	0.07	0.37	0.01	0.0	974.06
19105	0.01	0.0	0.02	0.09	0.02	0.13	0.02	0.03	0.05	0.05	0.01	0.0	0.15	0.17	0.02	0.19	0.03	0.01	1607.87
19106	0.0	0.0	0.0	0.06	0.0	0.35	0.02	0.0	0.01	0.01	0.01	0.09	0.01	0.22	0.03	0.1	0.04	0.04	1234.03
19107	0.0	0.0	0.01	0.06	0.01	0.23	0.06	0.0	0.02	0.03	0.0	0.0	0.01	0.23	0.01	0.12	0.05	0.16	1788.55
19108	0.0	0.0	0.01	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.19	0.0	0.19	0.03	0.34	439.38
19109	0.11	0.0	0.0	0.0	0.07	0.38	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.09	0.0	0.12	0.05	0.0	72.09
19111	0.01	0.0	0.0	0.1	0.03	0.03	0.01	0.01	0.03	0.04	0.01	0.0	0.1	0.21	0.02	0.27	0.13	0.01	7099.57
19113	0.0	0.0	0.0	0.1	0.02	0.03	0.0	0.0	0.04	0.07	0.01	0.01	0.02	0.26	0.02	0.15	0.14	0.12	2482.95
19114	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.26	0.0	0.05	0.0	0.0	0.07	0.09	0.0	0.19	0.22	0.0	70.23
19115	0.0	0.0	0.0	0.19	0.01	0.03	0.0	0.0	0.03	0.02	0.0	0.01	0.08	0.18	0.03	0.3	0.13	0.0	8123.38
19116	0.02	0.0	0.0	0.1	0.03	0.22	0.01	0.0	0.02	0.0	0.0	0.02	0.04	0.22	0.21	0.06	0.05	0.01	619.14
19117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	83.97
47555	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.14	0.35	0.31	0.0	110.86
19119	0.02	0.0	0.01	0.08	0.03	0.18	0.0	0.0	0.07	0.0	0.0	0.0	0.01	0.13	0.32	0.13	0.02	0.0	512.35
19120	0.01	0.03	0.0	0.01	0.1	0.17	0.0	0.02	0.03	0.0	0.0	0.1	0.14	0.18	0.0	0.08	0.09	0.04	530.49
19121	0.0	0.0	0.0	0.05	0.06	0.03	0.01	0.0	0.07	0.04	0.0	0.0	0.11	0.24	0.12	0.2	0.08	0.0	1207.57
19122	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.21	0.19	0.01	0.02	0.01	0.07	604.6
19123	0.0	0.0	0.03	0.03	0.0	0.06	0.0	0.0	0.06	0.04	0.0	0.0	0.0	0.32	0.01	0.3	0.13	0.0	5303.13
19124	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.06	0.7	0.01	0.02	3087.71
19125	0.01	0.0	0.0	0.05	0.09	0.01	0.0	0.0	0.2	0.09	0.01	0.0	0.0	0.15	0.19	0.04	0.16	0.01	323.97
19126	0.0	0.0	0.0	0.07	0.03	0.02	0.0	0.0	0.06	0.0	0.0	0.02	0.05	0.39	0.02	0.23	0.06	0.06	736.62
19127	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.23	0.23	0.0	0.19	40.45
19128	0.0	0.0	0.02	0.01	0.03	0.0	0.0	0.0	0.05	0.02	0.0	0.0	0.02	0.32	0.02	0.07	0.08	0.36	242.73
19129	0.01	0.0	0.01	0.05	0.0	0.05	0.0	0.01	0.01	0.01	0.04	0.0	0.27	0.1	0.0	0.29	0.16	0.0	5901.33
19130	0.0	0.0	0.0	0.09	0.0	0.21	0.0	0.0	0.03	0.03	0.01	0.0	0.31	0.13	0.02	0.09	0.08	0.0	2606.42
19131	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.03	0.0	0.07	0.0	0.12	0.0	0.65	0.0	0.0	106.36
19132	0.0	0.0	0.0	0.07	0.03	0.03	0.02	0.0	0.01	0.01	0.0	0.0	0.05	0.28	0.05	0.3	0.09	0.04	4152.76
19133	0.0	0.0	0.0	0.02	0.08	0.02	0.02	0.0	0.04	0.0	0.01	0.0	0.08	0.24	0.0	0.27	0.16	0.05	711.7
19134	0.0	0.0	0.0	0.02	0.02	0.45	0.02	0.0	0.01	0.0	0.0	0.11	0.01	0.24	0.02	0.03	0.05	0.03	1780.88
19135	0.01	0.0	0.01	0.04	0.01	0.05	0.0	0.0	0.0	0.01	0.0	0.0	0.11	0.22	0.13	0.13	0.14	0.13	1762.87
19136	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.17	0.02	0.14	0.05	0.04	0.09	0.32	175.35
19137	0.01	0.0	0.01	0.21	0.01	0.03	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.15	0.0	0.5	0.05	0.0	786.93
19139	0.0	0.0	0.02	0.02	0.03	0.02	0.0	0.01	0.06	0.01	0.02	0.01	0.18	0.28	0.0	0.27	0.09	0.0	1165.19
19140	0.0	0.0	0.0	0.04	0.01	0.03	0.0	0.0	0.04	0.01	0.01	0.01	0.11	0.4	0.06	0.13	0.12	0.02	3027.77
19141	0.01	0.0	0.02	0.03	0.05	0.06	0.03	0.01	0.06	0.01	0.0	0.0	0.1	0.24	0.0	0.24	0.13	0.0	2958.14
19142	0.03	0.0	0.0	0.0	0.05	0.27	0.02	0.01	0.03	0.16	0.01	0.0	0.01	0.08	0.0	0.03	0.26	0.04	754.71
19143	0.0	0.0	0.03	0.01	0.01	0.03	0.0	0.01	0.16	0.0	0.0	0.0	0.01	0.39	0.0	0.23	0.13	0.0	1552.58
19144	0.0	0.0	0.0	0.01	0.01	0.12	0.02	0.0	0.12	0.0	0.0	0.0	0.02	0.29	0.02	0.23	0.08	0.07	1462.66
19145	0.0	0.0	0.0	0.22	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.04	0.27	0.18	0.09	0.0	216.96
19146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	14.66
19147	0.0	0.0	0.0	0.06	0.0	0.01	0.04	0.0	0.0	0.04	0.0	0.0	0.28	0.34	0.02	0.03	0.06	0.11	379.17
19148	0.0	0.0	0.0	0.05	0.03	0.03	0.02	0.04	0.02	0.02	0.0	0.0	0.26	0.13	0.02	0.25	0.09	0.03	5576.8
19149	0.0	0.0	0.01	0.35	0.02	0.19	0.01	0.02	0.06	0.01	0.0	0.0	0.04	0.11	0.0	0.07	0.1	0.0	1288.71
19150	0.02	0.0	0.05	0.04	0.03	0.09	0.0	0.0	0.12	0.0	0.0	0.0	0.06	0.21	0.08	0.11	0.08	0.1	816.09
19151	0.0	0.0	0.0	0.0	0.17	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.16	0.08	0.03	0.0	142.49
19152	0.0	0.0	0.0	0.08	0.0	0.15	0.02	0.0	0.08	0.03	0.07	0.0	0.07	0.18	0.19	0.1	0.04	0.0	475.29
19153	0.0	0.0	0.01	0.02	0.04	0.03	0.0	0.05	0.02	0.0	0.0	0.0	0.21	0.21	0.08	0.22	0.11	0.02	1051.82
19154	0.01	0.0	0.03	0.16	0.0	0.01	0.0	0.0	0.35	0.0	0.03	0.0	0.0	0.19	0.0	0.13	0.0	0.1	948.76
19155	0.0	0.0	0.02	0.04	0.02	0.11	0.02	0.01	0.02	0.01	0.0	0.02	0.24	0.15	0.08	0.16	0.09	0.0	6243.45
19156	0.0	0.0	0.0	0.03	0.0	0.45	0.0	0.0	0.0	0.0	0.03	0.07	0.0	0.11	0.13	0.15	0.03	0.0	108.75
19157	0.0	0.0	0.0	0.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	-0.0	0.0	0.08	0.0	0.0	191.8
19159	0.0	0.0	0.0	0.18	0.09	0.07	0.01	0.0	0.02	0.01	0.03	0.0	0.11	0.12	0.04	0.18	0.07	0.08	6576.07
19160	0.01	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.02	0.0	0.0	0.0	0.02	0.76	0.0	0.04	0.06	0.0	317.4
19161	0.0	0.0	0.01	0.2	0.03	0.06	0.0	0.0	0.03	0.1	0.0	0.04	0.04	0.08	0.08	0.18	0.15	0.0	466.06
19162	0.0	0.0	0.0	0.01	0.02	0.08	0.0	0.03	0.03	0.04	0.0	0.1	0.04	0.09	0.16	0.05	0.11	0.24	1943.68
19163	0.0	0.0	0.01	0.17	0.0	0.08	0.0	0.0	0.08	0.01	0.01	0.05	0.0	0.18	0.03	0.24	0.12	0.01	1190.27
19164	0.0	0.0	0.02	0.0	0.06	0.02	0.0	0.0	0.06	0.0	0.01	0.0	0.05	0.19	0.34	0.14	0.11	0.0	215.61
19165	0.0	0.0	0.0	0.03	0.0	0.03	0.04	0.0	0.04	0.0	0.01	0.0	0.18	0.29	0.0	0.37	0.01	0.0	136.16
19166	0.01	0.0	0.0	0.01	0.05	0.04	0.1	0.0	0.0	0.04	0.01	0.0	0.2	0.23	0.0	0.25	0.06	0.0	297.48
19167	0.0	0.0	0.0	0.0	0.1	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.11	0.0	12.49
19168	0.02	0.0	0.01	0.01	0.02	0.1	0.01	0.02	0.04	0.01	0.0	0.0	0.17	0.19	0.04	0.22	0.11	0.03	1624.8
19169	0.0	0.0	0.0	0.02	0.0	0.01	0.42	0.0	0.12	0.01	0.0	0.0	0.04	0.09	0.02	0.02	0.18	0.08	367.27
19170	0.01	0.0	0.01	0.1	0.02	0.0	0.03	0.0	0.01	0.0	0.01	0.0	0.14	0.19	0.02	0.34	0.08	0.04	4030.98
19171	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.25	0.06	0.0	0.33	0.13	0.0	67.39
19172	0.0	0.0	0.01	0.06	0.04	0.06	0.0	0.0	0.01	0.0	0.01	0.0	0.08	0.29	0.0	0.27	0.13	0.02	793.05
19173	0.01	0.0	0.0	0.07	0.06	0.03	0.01	0.02	0.05	0.02	0.01	0.0	0.1	0.24	0.03	0.23	0.11	0.02	7497.85
19174	0.0	0.0	0.02	0.08	0.06	0.16	0.05	0.0	0.05	0.01	0.0	0.02	0.01	0.17	0.06	0.17	0.1	0.06	2874.57
19176	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.01	0.0	0.11	0.13	0.17	0.1	0.39	0.0	661.32
19177	0.0	0.0	0.01	0.24	0.03	0.06	0.01	0.0	0.01	0.04	0.01	0.0	0.05	0.1	0.12	0.17	0.08	0.06	6745.82
19178	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.05	0.03	0.01	0.06	0.62	109.66
19179	0.0	0.0	0.01	0.04	0.0	0.07	0.01	0.0	0.03	0.0	0.0	0.0	0.09	0.23	0.02	0.37	0.13	0.0	795.3
19180	0.0	0.0	0.0	0.05	0.02	0.04	0.0	0.0	0.04	0.0	0.0	0.01	0.05	0.2	0.01	0.31	0.24	0.01	8718.96
19181	0.0	0.0	0.0	0.01	0.02	0.13	0.02	0.02	0.06	0.01	0.0	0.01	0.08	0.22	0.01	0.22	0.15	0.04	10556.06
19182	0.0	0.0	0.01	0.09	0.03	0.01	0.01	0.0	0.09	0.01	0.01	0.0	0.05	0.32	0.05	0.17	0.13	0.02	1689.38
19183	0.01	0.0	0.0	0.05	0.01	0.12	0.0	0.02	0.01	0.14	0.03	0.05	0.03	0.11	0.21	0.08	0.13	0.0	815.12
19184	0.0	0.0	0.01	0.13	0.0	0.05	0.0	0.0	0.01	0.14	0.0	0.0	0.09	0.17	0.04	0.2	0.14	0.0	718.0
19185	0.01	0.0	0.04	0.02	0.05	0.14	0.04	0.04	0.03	0.01	0.0	0.0	0.0	0.15	0.0	0.26	0.19	0.03	1307.21
19186	0.21	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.08	0.05	0.0	0.0	26.21
19187	0.0	0.0	0.0	0.03	0.01	0.04	0.0	0.0	0.0	0.02	0.08	0.0	0.03	0.15	0.09	0.22	0.27	0.05	219.5
19188	0.0	0.0	0.02	0.02	0.05	0.05	0.01	0.0	0.02	0.01	0.0	0.0	0.1	0.18	0.0	0.29	0.22	0.03	4353.83
19189	0.0	0.0	0.0	0.14	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.12	0.04	0.1	59.05
19190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	17.11
19191	0.0	0.0	0.01	0.06	0.03	0.01	0.02	0.0	0.0	0.0	0.0	0.05	0.08	0.25	0.08	0.16	0.04	0.22	1112.41
19192	0.01	0.0	0.0	0.1	0.02	0.03	0.0	0.01	0.01	0.05	0.01	0.0	0.09	0.18	0.05	0.38	0.06	0.0	6077.64
19193	0.0	0.0	0.0	0.01	0.02	0.28	0.0	0.02	0.11	0.05	0.0	0.0	0.03	0.09	0.0	0.11	0.28	0.0	575.26
19194	0.0	0.0	0.0	0.25	0.0	0.11	0.02	0.0	0.01	0.0	0.0	0.0	0.19	0.24	0.0	0.07	0.11	0.0	1439.77
19195	0.0	0.0	0.01	0.06	0.03	0.05	0.03	0.01	0.03	0.0	0.0	0.0	0.18	0.19	0.03	0.33	0.06	0.0	12576.07
19197	0.01	0.0	0.01	0.14	0.0	0.05	0.0	0.0	0.01	0.0	0.0	0.0	0.18	0.32	0.01	0.26	0.02	0.0	1107.29
19198	0.01	0.0	-0.0	0.0	0.04	0.36	0.0	0.03	0.0	0.01	0.0	0.02	0.04	0.18	0.02	0.16	0.13	0.0	1209.44
19199	0.0	0.07	0.0	0.0	0.0	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.15	0.0	76.3
19200	0.0	0.0	0.0	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.02	0.0	0.0	367.12
19201	0.01	0.0	0.0	0.01	0.03	0.31	0.0	0.02	0.01	0.02	0.0	0.05	0.03	0.13	0.15	0.08	0.06	0.09	666.98
19202	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	14.03
19203	0.0	0.0	0.01	0.01	0.0	0.11	0.01	0.03	0.04	0.01	0.0	0.0	0.07	0.22	0.01	0.26	0.22	0.01	2839.6
19204	0.0	0.0	0.0	0.02	0.06	0.0	0.04	0.0	0.15	0.0	0.0	0.0	0.09	0.54	0.0	0.02	0.08	0.0	240.5
19206	0.05	0.0	0.0	0.12	0.03	0.04	0.02	0.0	0.0	0.0	0.05	0.0	0.15	0.22	0.04	0.14	0.05	0.1	945.12
19207	0.0	0.0	0.03	0.01	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.05	0.21	0.27	0.1	0.0	273.26
19209	0.0	0.0	0.0	0.03	0.05	0.11	0.0	0.0	0.01	0.01	0.0	0.01	0.0	0.28	0.12	0.28	0.08	0.01	850.63
19210	0.0	0.0	0.0	0.0	0.05	0.11	0.0	0.0	0.11	0.0	0.0	0.0	0.13	0.08	0.0	0.41	0.1	0.0	88.62
19211	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.11	0.46	0.0	0.02	0.1	92.86
19212	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.03	0.1	0.49	0.32	0.0	413.69
19214	0.0	0.0	0.0	0.07	0.03	0.0	0.0	0.0	0.02	0.04	0.01	0.03	0.06	0.14	0.0	0.41	0.19	0.0	415.86
19215	0.01	0.0	0.01	0.04	0.04	0.06	0.0	0.0	0.02	0.02	0.0	0.0	0.01	0.21	0.01	0.44	0.1	0.04	8189.8
19218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.19	0.29	0.06	0.27	0.18	0.0	118.21
19219	0.02	0.0	0.0	0.05	0.01	0.03	0.05	0.01	0.01	0.0	0.0	0.0	0.31	0.25	0.0	0.15	0.09	0.03	3366.9
19220	0.0	0.0	0.0	0.36	0.01	0.03	0.06	0.0	0.02	0.0	0.0	0.0	0.0	0.2	0.0	0.11	0.0	0.2	592.78
19221	0.0	0.0	0.01	0.07	0.02	0.01	0.0	0.0	0.02	0.06	0.0	0.0	0.1	0.27	0.03	0.23	0.13	0.04	3860.33
19222	0.0	0.0	0.0	0.07	0.02	0.09	0.0	0.01	0.04	0.02	0.02	0.0	0.02	0.24	0.02	0.27	0.09	0.09	6852.64
19223	0.01	0.0	0.0	0.23	0.03	0.02	0.0	0.0	0.01	0.04	0.02	0.0	0.03	0.13	0.02	0.34	0.13	0.0	526.57
19224	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.4	0.0	0.28	0.0	0.0	74.77
19225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.22	0.27	0.02	0.32	0.15	0.0	122.6
19226	0.0	0.0	0.08	0.16	0.02	0.08	0.0	0.0	0.16	0.0	0.0	0.02	0.02	0.1	0.05	0.13	0.1	0.06	644.16
19227	0.0	0.0	0.0	0.02	0.02	0.22	0.0	0.0	0.0	0.03	0.0	0.01	0.03	0.08	0.03	0.37	0.06	0.13	5816.06
19228	0.0	0.0	0.01	0.03	0.03	0.01	0.0	0.01	0.13	0.01	0.0	0.0	0.08	0.42	0.0	0.07	0.15	0.04	1417.11
19229	0.0	0.0	0.0	0.02	0.02	0.03	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.3	0.03	0.06	0.28	365.78
19230	0.0	0.0	0.0	0.04	0.04	0.03	0.01	0.0	0.05	0.04	0.0	0.0	0.06	0.31	0.16	0.15	0.09	0.02	2019.39
19231	0.0	0.0	0.0	0.02	0.01	0.02	0.05	0.01	0.03	0.01	0.01	0.02	0.12	0.17	0.02	0.29	0.05	0.18	2216.73
19232	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.57	0.13	0.0	41.6
19233	0.0	0.0	0.01	0.09	0.03	0.19	0.0	0.02	0.02	0.0	0.01	0.03	0.0	0.23	0.01	0.24	0.12	0.0	5566.26
19235	0.0	0.0	0.0	0.15	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63	0.17	0.0	0.0	0.0	96.19
19236	0.0	0.0	0.0	0.02	0.01	0.29	0.01	0.01	0.0	0.13	0.01	0.02	0.02	0.15	0.12	0.04	0.04	0.13	1464.01
19237	0.02	0.0	0.0	0.0	0.02	0.04	0.07	0.26	0.04	0.06	0.0	0.0	0.04	0.18	0.18	0.09	0.01	0.0	339.71
19238	0.0	0.0	0.0	0.05	0.15	0.01	0.08	0.0	0.04	0.0	0.0	0.01	0.13	0.12	0.0	0.27	0.16	0.0	393.22
19239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.91	0.0	0.0	0.0	26.62
19240	0.0	0.0	0.0	0.04	0.03	0.02	0.01	0.0	0.09	0.0	0.0	0.0	0.07	0.37	0.03	0.16	0.13	0.05	1644.8
19241	0.0	0.0	0.02	0.11	0.01	0.13	0.04	0.0	0.1	0.0	0.0	0.0	0.01	0.07	0.0	0.32	0.19	0.0	238.75
19242	0.0	0.0	0.0	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	6.95
19244	0.0	0.0	0.0	0.05	0.01	0.12	0.0	0.0	0.32	0.0	0.0	0.0	0.08	0.03	0.0	0.0	0.38	0.01	469.55
19245	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.09	0.0	0.0	68.97
19246	0.01	0.0	0.0	0.09	0.03	0.03	0.04	0.0	0.06	0.0	0.0	0.0	0.05	0.23	0.01	0.26	0.14	0.03	1442.98
19247	0.0	0.0	0.0	0.03	0.01	0.4	0.0	0.0	0.02	0.0	0.0	0.11	0.02	0.21	0.0	0.06	0.06	0.07	857.92
19249	0.01	0.0	0.0	0.03	0.02	0.28	0.02	0.01	0.01	0.0	0.0	0.01	0.12	0.12	0.02	0.2	0.04	0.11	2473.64
19250	0.03	0.0	0.0	0.04	0.0	0.23	0.0	0.01	0.0	0.02	0.01	0.0	0.0	0.49	0.01	0.11	0.04	0.01	362.4
19251	0.0	0.0	0.0	0.07	0.02	0.06	0.01	0.0	0.03	0.01	0.0	0.02	0.12	0.31	0.09	0.15	0.09	0.03	2086.65
19253	0.0	0.0	0.0	0.09	0.07	0.01	0.09	0.0	0.18	0.02	0.01	0.0	0.14	0.05	0.03	0.04	0.28	0.0	857.39
19255	0.0	0.0	0.0	0.11	0.02	0.08	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.29	0.01	0.15	0.07	0.17	1424.62
19256	0.0	0.0	0.0	0.04	0.0	0.01	0.03	0.0	0.01	0.01	0.06	0.01	0.12	0.17	0.04	0.46	0.03	0.0	5029.73
19257	0.01	0.0	0.0	0.22	0.01	0.04	0.04	0.0	0.02	0.0	0.0	0.0	0.04	0.28	0.09	0.15	0.1	0.0	1278.12
19258	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.63	0.0	0.17	0.13	0.0	0.0	97.92
19259	0.0	0.0	0.0	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.02	0.22	0.0	0.0	239.79
19260	0.0	0.0	0.0	0.13	0.02	0.03	0.01	0.01	0.01	0.06	0.0	0.01	0.07	0.18	0.04	0.24	0.09	0.09	4539.44
19261	0.0	0.0	0.01	0.04	0.05	0.01	0.0	0.01	0.01	0.02	0.02	0.01	0.15	0.2	0.06	0.25	0.11	0.04	4211.82
19262	0.0	0.0	0.01	0.01	0.06	0.06	0.01	0.01	0.07	0.06	0.0	0.02	0.05	0.21	0.16	0.17	0.1	0.02	3252.45
19263	0.03	0.0	0.0	0.13	0.01	0.13	0.0	0.0	0.09	0.0	0.01	0.1	0.0	0.33	0.05	0.09	0.05	0.0	220.15
19264	0.0	0.0	0.01	0.04	0.04	0.04	0.01	0.02	0.02	0.0	0.0	0.0	0.13	0.13	0.02	0.28	0.19	0.06	1393.9
19265	0.0	0.0	0.0	0.04	0.0	0.1	0.0	0.0	0.06	0.0	0.02	0.0	0.25	0.21	0.1	0.09	0.1	0.02	1020.69
19266	0.01	0.0	0.0	0.02	0.04	0.09	0.0	0.0	0.02	0.0	0.0	0.0	0.24	0.2	0.01	0.23	0.14	0.01	1659.17
19267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.01	0.0	0.0	0.57	0.0	0.23	0.17	0.0	117.85
19268	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.82	0.0	0.11	0.0	0.03	0.0	0.0	0.0	0.0	43.74
19269	0.0	0.0	0.01	0.01	0.04	0.03	0.03	0.0	0.08	0.0	0.0	0.01	0.15	0.17	0.0	0.3	0.12	0.05	327.3
19270	0.0	0.0	0.0	0.05	0.03	0.34	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.18	0.0	0.21	0.11	0.0	100.58
19272	0.0	0.0	0.01	0.05	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.02	0.21	0.1	0.1	0.14	0.34	1180.64
19273	0.0	0.0	0.0	0.25	0.01	0.03	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.1	0.09	0.29	0.18	0.0	405.06
19274	0.0	0.0	0.03	0.08	0.04	0.01	0.01	0.0	0.07	0.0	0.0	0.0	0.22	0.27	0.01	0.16	0.1	0.0	7014.05
19276	0.0	0.0	0.0	0.18	0.01	0.09	0.0	0.04	0.0	0.04	0.03	0.0	0.06	0.18	0.05	0.19	0.05	0.08	566.24
19277	0.0	0.0	0.0	0.29	0.0	0.21	0.02	0.0	0.0	0.01	0.04	0.04	0.02	0.09	0.04	0.02	0.02	0.21	919.36
